input	result
is ther any website that sell windows xp profession under $50? must be genuine.? Answer: No if you buy one online for under $160 you will not be able to register or update it.	Computers and Internet
Is there anyone in Junior High that LOVES the show lost and the singer Gwen Stefani??? Answer: well i aint in junior high but i do love both of dem	Entertainment and Music
fitchen award? Answer: the fitchen award for excellence in art and history awarded by the department to an art and art history concentrator by colgate education	Society and Culture
When will Nadal become world No.1 ?? Answer: When he completely rounds out his game and is good enough to play anywhere on any surface against any style of opponent. He's not quite there yet. Federer is.	Sports
which has bigger value? one cent or one dime? (US dollar) im really confused...? Answer: A dime. The dime is worth ten cents.	Business and Finance
What was the yearly sack totals of Deacon Jones? Answer: All Deacon Jones stats for sacka are unofficial for the NFL didn't start recognizing sacks until 1982.	Sports
Why is the sun burning when there is no oxygen over there ? Answer: The sun isn't actually burning as such.  It is a nuclear fusion reactor.	Education and Reference
Who sings the slow song in the movie The Girl Next Door and what is the name of it? Answer: ahh i was looking for it too!!! its called This Year's Love by David Gray. its such an awesome song!!!	Entertainment and Music
How Many fluid oz. are in a c. and how many oz. are in a lb.? Answer: yep yep  8fl oz per cup and 16 oz per pound	Science and Mathematics
how do u tell a girl shes fading away from u without saying those words? Answer: for both your sakes you need to upfront with her and just tell her that things have changed and your dont have the same feelings for her as you first thought. that she seems to be less interested in you and its best to take a break until you both know what you want in your relationship.	Family and Relationships
what is a website like club penguin? Answer: 	Computers and Internet
Have you ever heard of Mimeo.com? Answer: Not until now.	Computers and Internet
Where is the cheapest place i could buy a flat screen computer monitor? Answer: Look here.	Computers and Internet
what is sexiest part of a girl body? Answer: butt	Business and Finance
Adderall/alcohol liver damage? Answer: I researched it for you and I found the answer.  http://www.whatmeds.com/meds/adderall.html  Look at the Warning and Precautions part.	Health
Can anyone let me know if Ciara really is engaged to Bow Wow? Answer: no ciara and bow wow broke up not trying to be mean or anything not trying to say that i dont like ciara i do but i hope bow wow go out with christinia millian next that will be a cute couple because her and nick cannon just wasnt kickin it	Entertainment and Music
UNITED STATES OF AMERICA! What do you all think about this MOST powerful nation?!? Answer: God bless America	Politics and Government
what is cross compiler & its application? Answer: A compiler is a program that translates computer instructions you can understand into a program the computer can understand.  A cross complier does the same job but for a different sort of computer from the one you're working on.  So you can use a PC to write programs for a Mac.	Computers and Internet
r there any cute boyz up in here? Answer: dont think so	Science and Mathematics
Is Rafael Nadal better than Roger Federer? Answer: no he isn't!federer is stronger	Sports
i'm married and i have a girl who's married i really love her but every other week she wants to break upwttodo Answer: She probably as a feeling this relationship is headed no where. You both are married what do you expect out of someone who cheats............	Family and Relationships
when do people stop studying? Answer: They don't. Even if you tried to make a conscious effort not to study you couldn't (unless you were permanently asleep). We all learn from everything that goes on around us. You may think it's not 'study'  but 'study' is a result of curiousity and that is a basic instinct. Good luck in your eternal studies!	Education and Reference
design of nand gate using p-mos transistors only.? Answer: Check this website to see if it answers your question.	Science and Mathematics
goat chees for low clostrel? Answer: I Dunno..but it sure does smell!	Health
Swap Geroge Bush to Al Quida in Exchange for Cheaper Gas? Answer: I think they will lower the gas and toss him back to us.	Politics and Government
lawyers who have had nj state lottery cases? Answer: Contact the county bar association or the NJ Bar Association and ask them.	Politics and Government
why can girls be so complicated (no offense girls)? Answer: they aren't complicated at all... self centered is the proper terminology	Family and Relationships
KNOW ALL MEN BY THIS PRESENT WHAT DOES IT MEAN? Answer: Most common use of the phrase is   KNOW ALL MEN BY THESE PRESENT  It is often used and sometimes requred legal mumbo jumbo at the start of a public proclamation...  It sort of like saying. by posting this properly in a public place in accordance with the law it is safe for me to assume that everyone in the whole world know the following  It kind of gives you the right to say I Told you so without really having to tell everyone.   You are making the document a matter of Public record which any truely interested party could have access to and take action with it.  It is used often on the following types of documents:  Power of Attorny where a person with the proper papers and signatures present can sign and speak for another person.  A Last Will and Testiment Again which gives an executor the power to speak and act for the person who has just died.  A Deed for a Pacel of Land This document again tell anyone who can read it and understand it that the Seller has SAID that the Land Now belongs to someone else and that they have permission to do with it as they please (except for certain considerations which may be preexisting covenants such as type of use restrictions. Such as saying that a town can have a parcel of land that I am giving to them as long as they build a library on the land and place books in it that are made of paper. (I personally know of one such deal where the donated library was not allowed to contain computers instead of books).  It is used in several forms as below: KNOW ALL MEN BY THESE PRESENT KNOWN ALL MEN BY THESE PRESENT KNOWN ALL MEN BY THIS PRESENT KNOW ALL MEN BY THIS PRESENT MAKE IT KNOWN THAT LET IT BE KNOWN THAT  etc...	Education and Reference
Does Anybody know how to set back a computer to its factory setting? Answer: 	Computers and Internet
How do i reduce scaring? Answer: 	Health
